,total_loss,reconstruction_loss,kl-divergence,classification_loss,train_acc,prior_test,valid_acc,valid_mse,valid_class_loss
0,232033040.0,231603570.0,429504.53,0.80718076,0.4125,0.5,0.44700003,80370280.0,0.7933873
1,40133524.0,40058190.0,75316.38,0.7929552,0.445,0.5,0.46750003,20451162.0,0.7707041
2,24122716.0,24083416.0,39305.797,0.7832416,0.46875,0.5,0.45350003,16315482.0,0.77239764
3,11005987.0,10981866.0,24118.562,0.7811317,0.42375,0.5,0.40049997,11688673.0,0.79659826
4,10505804.0,10488676.0,17127.799,0.8013885,0.4075,0.5,0.43800002,8325512.0,0.7838344
5,7130781.0,7118138.0,12641.628,0.7759571,0.44875,0.5,0.408,6057118.5,0.79710746
6,4303445.0,4293205.0,10238.1875,0.7871502,0.41125,0.5,0.40399998,4731697.5,0.7974468
7,4456047.0,4447393.5,8652.838,0.80428994,0.37875,0.5,0.40500003,4590144.5,0.7947019
8,4029476.5,4022145.0,7330.4536,0.7822242,0.41375,0.5,0.40849996,3676400.8,0.78907746
9,2183982.0,2177748.5,6233.0254,0.77819353,0.41375,0.5,0.41750002,2904001.5,0.78916544
10,3743695.8,3738330.0,5364.2583,0.7879301,0.40625,0.5,0.41949996,1806872.8,0.7790142
11,1947708.4,1943055.2,4652.502,0.79103637,0.41125,0.5,0.42800003,2364947.2,0.77462095
12,2473257.0,2469107.2,4149.8833,0.7727226,0.4525,0.5,0.42349997,2482102.8,0.78012747
13,1868293.2,1864640.0,3652.836,0.76546675,0.43125,0.5,0.44,1774612.2,0.77459234
14,2416131.2,2412944.8,3184.98,0.78138125,0.44125,0.5,0.45749998,1605559.4,0.7713056
15,2391584.8,2388816.5,2767.9565,0.77250284,0.46375,0.5,0.491,1526266.5,0.75936383
16,1293851.4,1291461.2,2389.2607,0.7653598,0.48875,0.5,0.513,1212117.4,0.75476253
17,1388661.1,1386468.8,2191.7458,0.7899894,0.47625,0.5,0.50100005,1002618.8,0.756405
18,1340648.1,1338673.1,1974.0698,0.7669568,0.5075,0.5,0.5415,1006410.3,0.7517919
19,969276.6,967464.4,1811.4647,0.7679403,0.49625,0.5,0.55499995,883290.3,0.7433154
20,839124.56,837437.4,1686.4482,0.7490907,0.5475,0.5,0.554,966224.6,0.7484244
21,858510.75,856927.6,1582.3969,0.75201625,0.53125,0.5,0.5545,824820.2,0.7423328
22,717207.4,715732.94,1473.7579,0.74300975,0.55125,0.5,0.5554999,917189.6,0.7518065
23,755542.8,754157.7,1384.3392,0.73027116,0.55625,0.5,0.565,717811.25,0.7367033
24,711220.25,709921.8,1297.8085,0.74227,0.5525,0.5,0.56799996,671835.25,0.73685825
25,934202.0,932996.0,1205.0746,0.74261975,0.555,0.5,0.559,558590.1,0.7423922
26,928578.06,927474.3,1102.9832,0.74964124,0.54625,0.5,0.571,546503.75,0.73308384
27,737929.4,736914.3,1014.35297,0.74814475,0.5475,0.5,0.571,555164.0,0.7366742
28,444848.2,443903.38,943.99524,0.7406162,0.53625,0.5,0.57000005,469675.0,0.7353207
29,520256.12,519357.47,897.97095,0.72909003,0.56,0.5,0.57100004,515572.5,0.7261775
30,704113.6,703263.6,849.2774,0.7251903,0.56875,0.5,0.57,445798.2,0.7336349
31,509357.3,508572.75,783.9377,0.7326349,0.55125,0.5,0.5575,449412.9,0.7407315
32,396952.12,396208.9,742.47565,0.7246415,0.5675,0.5,0.5645,452420.1,0.73262143
33,628458.56,627759.8,697.84296,0.7265842,0.56875,0.5,0.57500005,390001.4,0.7220721
34,353877.72,353222.84,654.10913,0.7259714,0.5625,0.5,0.5785,372440.97,0.72932565
35,342080.8,341454.1,625.88654,0.7514248,0.52875,0.5,0.57549995,349188.8,0.72586644
36,295649.2,295046.78,601.6256,0.73405105,0.56125,0.5,0.5705,367130.66,0.7266737
37,407156.25,406582.6,572.8783,0.74934745,0.5375,0.5,0.561,286493.9,0.73570395
38,326708.97,326162.78,545.3897,0.74756694,0.5325,0.5,0.568,332491.03,0.7234067
39,356130.8,355608.47,521.691,0.7373064,0.55875,0.5,0.562,316857.34,0.7308892
40,326653.6,326157.84,494.97433,0.7271541,0.5525,0.5,0.57549995,253874.97,0.7178844
41,312182.38,311708.88,472.77042,0.7210156,0.56125,0.5,0.57449996,232665.62,0.7213487
42,220330.1,219877.48,451.85098,0.7495439,0.53875,0.5,0.57,211011.6,0.7271135
43,304814.56,304378.94,434.9442,0.73365474,0.56,0.5,0.57449996,256523.16,0.71468055
44,254861.7,254445.08,415.87012,0.72320473,0.56625,0.5,0.57600003,221518.8,0.71495426
45,255263.86,254866.02,397.10654,0.7194977,0.575,0.5,0.56250006,215946.97,0.72917944
46,195099.52,194716.92,381.88715,0.7154707,0.5575,0.5,0.562,238036.62,0.72246236
47,213980.2,213610.3,369.1641,0.72566324,0.53875,0.5,0.548,232597.25,0.73582476
48,197592.77,197235.77,356.2743,0.7184062,0.55625,0.5,0.57199997,232343.2,0.7222247
49,215528.69,215185.64,342.3594,0.7147678,0.565,0.5,0.56299996,173531.69,0.721319
50,54014.496,53939.74,74.023384,0.7129055,0.56125,0.5,0.5825,14306.709,0.7057688
51,9911.567,9898.369,12.49237,0.70553476,0.565,0.5,0.58549994,9203.041,0.7084097
52,7086.739,7078.9873,7.0359163,0.7163044,0.565,0.5,0.587,6449.171,0.6997449
53,5855.4556,5850.247,4.493845,0.7146843,0.5575,0.5,0.604,5936.6777,0.68745404
54,5281.91,5278.0513,3.1550403,0.703241,0.58125,0.5,0.5875,4936.6826,0.69738114
55,4648.0093,4644.8906,2.414,0.70482683,0.5675,0.5,0.581,4681.3564,0.7043623
56,4272.7266,4270.1333,1.8956957,0.6974222,0.5725,0.5,0.582,4208.1694,0.69682866
57,4121.8965,4119.648,1.5524937,0.69574946,0.5825,0.5,0.5835,4058.1394,0.691981
58,3857.2246,3855.2263,1.3134078,0.6843264,0.5825,0.5,0.586,3932.0142,0.68621135
59,3761.2266,3759.3835,1.1567075,0.68696654,0.585,0.5,0.592,3860.644,0.67753065
60,3744.8196,3743.1228,1.0101126,0.68687433,0.57,0.5,0.59849995,3785.0542,0.6783961
61,3563.821,3562.2412,0.90517884,0.6751808,0.5825,0.5,0.59099996,3729.6382,0.67107254
62,3516.8706,3515.3696,0.8335256,0.66741645,0.59125,0.5,0.606,3645.0308,0.66484725
63,3449.6353,3448.1978,0.77537274,0.6610617,0.59625,0.5,0.607,3544.364,0.64590394
64,3422.2988,3420.913,0.7299497,0.6552931,0.59,0.5,0.6145,3511.1667,0.6423074
65,3358.5332,3357.199,0.6913787,0.64273,0.6075,0.5,0.6425,3457.5867,0.6287414
66,3314.1357,3312.8315,0.67357373,0.6313793,0.60125,0.5,0.64199996,3386.8599,0.6164166
67,3240.5713,3239.2703,0.66958624,0.63139653,0.625,0.5,0.65099996,3351.7468,0.6115099
68,3176.936,3175.6372,0.6800053,0.6189114,0.6225,0.5,0.656,3322.5327,0.6029596
69,3177.0562,3175.7678,0.68000793,0.608929,0.615,0.5,0.6485,3299.0286,0.6009332
70,3123.9993,3122.7112,0.6785479,0.6101962,0.615,0.5,0.66199994,3266.6035,0.5906964
71,3077.6306,3076.3472,0.6785826,0.6042574,0.60875,0.5,0.643,3220.0125,0.58900124
72,3072.442,3071.1392,0.7006141,0.6021862,0.585,0.5,0.64149994,3194.7903,0.58358234
73,3021.7024,3020.3672,0.73464537,0.600627,0.59625,0.5,0.62950003,3153.9585,0.5823162
74,3000.8643,2999.5144,0.7538872,0.59607404,0.59875,0.5,0.62700003,3095.308,0.5813826
75,2967.5134,2966.15,0.7651074,0.5984083,0.58375,0.5,0.62049997,3074.1946,0.5801827
76,2942.3782,2940.9731,0.80242264,0.60280126,0.565,0.5,0.61850005,3038.8325,0.5803856
77,2891.5088,2890.0752,0.8365659,0.5963927,0.57125,0.5,0.62250006,3004.3813,0.5796041
78,2865.6921,2864.2178,0.869375,0.6054132,0.5525,0.5,0.6235,2979.8628,0.57494307
79,2813.7642,2812.2778,0.8854448,0.6005632,0.57125,0.5,0.6114999,2952.937,0.5805102
80,2800.8538,2799.319,0.9318752,0.6027468,0.56375,0.5,0.6115,2904.9988,0.5797297
81,2750.936,2749.3606,0.9728657,0.6028565,0.57625,0.5,0.605,2875.4265,0.5808574
82,2726.0022,2724.3997,0.99880826,0.6038017,0.5625,0.5,0.61,2845.3423,0.58126366
83,2689.9663,2688.299,1.063504,0.60376567,0.575,0.5,0.61300004,2806.5444,0.57725126
84,2660.8096,2659.105,1.1056643,0.5993289,0.56,0.5,0.608,2774.3137,0.5795474
85,2647.8586,2646.0908,1.1607299,0.6068846,0.55375,0.5,0.59499997,2736.1938,0.5824372
86,2603.0327,2601.2246,1.2047504,0.60420054,0.5625,0.5,0.6075,2710.2698,0.57989156
87,2586.659,2584.8145,1.2394435,0.6050087,0.56,0.5,0.599,2678.6116,0.58219045
88,2530.071,2528.183,1.2886102,0.5991194,0.5625,0.5,0.601,2634.7524,0.5821043
89,2507.3584,2505.4043,1.3514571,0.60300326,0.5675,0.5,0.604,2600.551,0.58169454
90,2477.9478,2475.9495,1.3905969,0.60670626,0.55,0.5,0.6055,2568.754,0.57984626
91,2436.4082,2434.334,1.4733092,0.60044694,0.56375,0.5,0.597,2545.0034,0.580489
92,2408.5762,2406.4854,1.4883455,0.60295033,0.5575,0.5,0.5960001,2505.2246,0.5830501
93,2369.718,2367.5693,1.5488324,0.60015386,0.56375,0.5,0.6054999,2470.5444,0.58051807
94,2356.4268,2354.2366,1.5886809,0.6019737,0.57,0.5,0.603,2446.442,0.5809332
95,2307.791,2305.545,1.6424174,0.6040975,0.57,0.5,0.6025001,2404.0488,0.5801124
96,2293.5288,2291.2424,1.6807729,0.6057918,0.55625,0.5,0.5990001,2373.3845,0.5811182
97,2255.8733,2253.49,1.7801557,0.603392,0.54625,0.5,0.59650004,2343.6987,0.5816003
98,2218.0286,2215.5857,1.8399956,0.6029885,0.56125,0.5,0.59800005,2316.151,0.58097506
99,2192.4937,2189.9954,1.8943505,0.6031856,0.54625,0.5,0.601,2280.0842,0.57818425
100,2166.3574,2163.8115,1.941557,0.60439265,0.55875,0.5,0.592,2245.272,0.58240414
101,2130.7297,2128.1099,2.0175872,0.6021143,0.56125,0.5,0.60150003,2213.653,0.58164597
102,2097.5825,2094.9092,2.0694323,0.60350996,0.54875,0.5,0.598,2186.7664,0.5799266
103,2066.4695,2063.7368,2.1311336,0.60196805,0.55125,0.5,0.60749996,2155.954,0.57814056
104,2033.8285,2031.0698,2.1595068,0.59941506,0.56875,0.5,0.60099995,2119.4836,0.57947505
105,2009.7723,2006.934,2.2382667,0.6005595,0.575,0.5,0.59599996,2087.2341,0.5808946
106,1979.741,1976.8466,2.292574,0.6021346,0.55875,0.5,0.59849995,2056.5103,0.5799533
107,1947.7261,1944.78,2.346405,0.59980756,0.57,0.5,0.6025,2022.514,0.5786456
108,1917.0575,1914.0347,2.420629,0.6018423,0.55375,0.5,0.5995,1995.874,0.57729584
109,1888.5529,1885.481,2.4722393,0.5992609,0.55875,0.5,0.5945,1967.0804,0.57789826
110,1862.7684,1859.6184,2.5482485,0.6013455,0.55125,0.5,0.59400004,1930.1217,0.57898396
111,1835.7997,1832.6097,2.590987,0.59922534,0.55625,0.5,0.6035,1902.5752,0.57817453
112,1805.674,1802.4092,2.6627817,0.6018778,0.53875,0.5,0.607,1873.7178,0.579203
113,1771.4653,1768.1512,2.7164109,0.5975693,0.57,0.5,0.604,1841.044,0.57852626
114,1747.5774,1744.2015,2.7786963,0.5970575,0.55375,0.5,0.59550005,1817.3832,0.57991207
115,1721.3208,1717.8597,2.863768,0.59697443,0.5675,0.5,0.59650004,1784.8834,0.57785213
116,1686.2241,1682.7483,2.8767133,0.5983507,0.555,0.5,0.594,1756.9355,0.5781231
117,1662.2935,1658.7181,2.977612,0.59762985,0.56375,0.5,0.6005,1726.3127,0.57816875
118,1635.0508,1631.4185,3.0364685,0.596093,0.56625,0.5,0.6035,1699.635,0.5769238
119,1610.3302,1606.6239,3.109289,0.59738207,0.56875,0.5,0.6015,1673.0693,0.5771073
120,1585.3696,1581.6106,3.157909,0.6013018,0.555,0.5,0.605,1644.2291,0.5771719
121,1557.9546,1554.1201,3.2373788,0.5968702,0.54625,0.5,0.6014999,1617.7328,0.5773655
122,1529.495,1525.592,3.302095,0.60113066,0.56,0.5,0.6045,1588.8123,0.5792269
123,1502.7303,1498.7783,3.35849,0.5931131,0.55875,0.5,0.60600007,1564.5693,0.5781831
124,1477.7115,1473.6815,3.4348116,0.59513545,0.5675,0.5,0.601,1534.5725,0.577721
125,1451.2588,1447.1605,3.5020335,0.59648097,0.55875,0.5,0.61249995,1507.7006,0.57640743
126,1430.8271,1426.6597,3.568509,0.5988311,0.56375,0.5,0.60300004,1482.4822,0.5791283
127,1401.6987,1397.4769,3.6249185,0.5971113,0.55375,0.5,0.60700005,1457.2207,0.57727057
128,1379.1173,1374.8281,3.691751,0.59753,0.5625,0.5,0.60300004,1432.3643,0.5778932
129,1356.5831,1352.2145,3.7703156,0.5983101,0.55625,0.5,0.61399996,1405.7688,0.5770097
130,1334.2427,1329.8247,3.822864,0.594762,0.55875,0.5,0.6080001,1382.113,0.5772483
131,1304.3096,1299.7928,3.9202998,0.59615225,0.55875,0.5,0.611,1355.2588,0.5775913
132,1280.8774,1276.299,3.9828749,0.5956236,0.56875,0.5,0.6045,1331.379,0.57856023
133,1257.4131,1252.759,4.0563707,0.597738,0.56125,0.5,0.60899997,1306.7112,0.57760715
134,1236.7052,1231.992,4.1143637,0.59870297,0.55875,0.5,0.61,1284.0837,0.5758599
135,1212.629,1207.8799,4.154241,0.59457034,0.56375,0.5,0.6090001,1259.8302,0.577464
136,1190.8737,1186.0095,4.267779,0.59632516,0.55125,0.5,0.604,1237.2828,0.57688546
137,1167.6458,1162.7222,4.3276987,0.59564334,0.5475,0.5,0.61,1212.2428,0.57505023
138,1145.7936,1140.7681,4.4275837,0.5982085,0.5525,0.5,0.609,1189.2422,0.57545733
139,1126.634,1121.5618,4.474983,0.59744406,0.54625,0.5,0.60099995,1169.6696,0.5790151
140,1105.4055,1100.2456,4.5631404,0.59680724,0.5525,0.5,0.6045,1143.7246,0.57770115
141,1083.2128,1077.9819,4.6355247,0.59546125,0.5625,0.5,0.61050004,1123.5502,0.5774251
142,1058.0869,1052.7972,4.692412,0.59699786,0.5575,0.5,0.605,1101.5166,0.5774193
143,1040.2957,1034.9183,4.780524,0.59694064,0.5675,0.5,0.6045,1079.3224,0.57692707
144,1019.72015,1014.2626,4.861423,0.59612566,0.55625,0.5,0.60950005,1057.2091,0.57727635
145,997.74786,992.1638,4.987965,0.5962291,0.54875,0.5,0.60099995,1036.274,0.57655036
146,978.04834,972.40295,5.0476484,0.5975412,0.5475,0.5,0.60449994,1015.85333,0.5771214
147,956.747,951.025,5.1252794,0.59661937,0.54625,0.5,0.59650004,995.2882,0.5775903
148,942.9973,937.2022,5.200721,0.59430647,0.55375,0.5,0.60649997,973.3044,0.57576025
149,922.98627,917.0948,5.2939196,0.59759855,0.5575,0.5,0.605,954.861,0.57880044
