,total_loss,reconstruction_loss,kl-divergence,classification_loss,train_acc,prior_test,valid_acc,valid_mse,valid_class_loss
0,3510.2263,3502.9885,6.482732,0.75506586,0.3375,0.5,0.34299996,2805.4458,0.74119014
1,1873.4454,1869.787,2.9267075,0.7315832,0.3625,0.5,0.3655,1815.3523,0.72793335
2,2729.423,2726.926,1.7729766,0.724119,0.355,0.5,0.348,1212.2297,0.7242514
3,1102.3414,1100.5521,1.0694469,0.7198895,0.36625,0.5,0.367,899.338,0.7174792
4,886.2642,884.6193,0.93287694,0.71196526,0.3825,0.5,0.3805,957.7956,0.7120634
5,807.2084,805.6855,0.8120836,0.7108103,0.3725,0.5,0.36399996,948.2656,0.7103667
6,756.5711,755.1297,0.73336816,0.7080335,0.37125,0.5,0.391,836.4872,0.70468307
7,834.0886,832.7351,0.6474636,0.70579153,0.3825,0.5,0.39800003,765.74695,0.70374835
8,742.91815,741.64014,0.57479244,0.7032646,0.40625,0.5,0.43600002,750.4779,0.7007692
9,779.0044,777.7986,0.5054945,0.7001703,0.43125,0.5,0.41949996,712.7408,0.70035374
10,632.5429,631.3968,0.44377434,0.7024635,0.4175,0.5,0.4465,734.91656,0.6986473
11,634.8668,633.76935,0.4002631,0.6970872,0.43625,0.5,0.429,683.0938,0.69995576
12,600.87866,599.81134,0.3678496,0.6994865,0.4375,0.5,0.45899996,610.985,0.697241
13,609.3953,608.35864,0.3403249,0.69650126,0.455,0.5,0.43150002,611.5207,0.700236
14,611.6764,610.66547,0.313967,0.6969776,0.445,0.5,0.44399995,583.45233,0.69865954
15,568.0058,567.0214,0.2866329,0.6977533,0.44625,0.5,0.45900002,580.5328,0.69697416
16,631.5108,630.5484,0.26534295,0.6971022,0.45125,0.5,0.452,575.72015,0.6976604
17,561.3335,560.3998,0.2360547,0.69763064,0.4475,0.5,0.45,542.4263,0.6980642
18,536.4171,535.5019,0.2189489,0.69615126,0.46625,0.5,0.43899998,547.19995,0.69836015
19,543.42535,542.5234,0.20550688,0.69649214,0.45375,0.5,0.4495,519.68384,0.6977587
20,510.3398,509.44922,0.19375227,0.6966864,0.4575,0.5,0.47349995,514.972,0.69596136
21,511.0889,510.20782,0.18559477,0.69543976,0.4725,0.5,0.45299998,506.85034,0.69912183
22,512.9318,512.0573,0.17816174,0.69625264,0.45875,0.5,0.46349996,514.5472,0.69732636
23,514.84174,513.9798,0.16599171,0.6960404,0.47125,0.5,0.46100003,492.70782,0.69799584
24,490.65628,489.80402,0.15709554,0.69513315,0.4775,0.5,0.46750003,486.10474,0.6977084
25,489.8294,488.98325,0.15072814,0.69543123,0.4675,0.5,0.465,498.39804,0.6968282
26,474.58478,473.74344,0.143712,0.6975995,0.45875,0.5,0.464,482.45135,0.69741136
27,475.24402,474.40808,0.14043102,0.6955498,0.46375,0.5,0.46899995,476.8631,0.6974148
28,460.24786,459.41513,0.13549006,0.6971333,0.475,0.5,0.46649998,463.60278,0.69695413
29,462.19266,461.36465,0.13222109,0.6957621,0.47625,0.5,0.4645,468.44882,0.6976066
30,470.04715,469.2241,0.12740663,0.69556075,0.47625,0.5,0.481,462.7508,0.6975911
31,458.53946,457.71985,0.1239929,0.6955523,0.485,0.5,0.47100002,454.243,0.69851893
32,450.00082,449.1865,0.11885901,0.6954963,0.49375,0.5,0.48299998,446.2906,0.69679695
